Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2015,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,27856
2015,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,7794
2015,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,18975
2015,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,176273
2015,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,4510
2015,Medi-Cal,Fee-for-Service,Length of Gestation,Normal Gestation (>=37 Weeks),103659
2015,Medi-Cal,Fee-for-Service,Length of Gestation,Preterm Delivery (<37 Weeks),10044
2015,Medi-Cal,Fee-for-Service,Length of Gestation,Unknown Gestation,2752
2015,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),112311
2015,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),11303
2015,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,3491
2015,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),33866
2015,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),2829
2015,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,828
2015,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),179875
2015,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),16252
2015,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,3631
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 17 and Younger,1930
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 18-19,5145
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 20-24,27937
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 25-29,34112
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 30-34,27891
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 35 and Older,19440
2015,Medi-Cal,Fee-for-Service,Maternal Age Group,Invalid Age,0
2015,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,3503
2015,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,9854
2015,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,39302
2015,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,37305
2015,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,23652
2015,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,13489
2015,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,612
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,1059
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,6338
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,10272
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,11122
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,8118
2015,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,2
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,479
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,1358
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,13076
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,45258
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,79370
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,60216
2015,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,1
2015,Medi-Cal,Fee-for-Service,Maternal Education Status,Bachelor's Degree or Higher,8706
2015,Medi-Cal,Fee-for-Service,Maternal Education Status,High School Graduate,36780
2015,Medi-Cal,Fee-for-Service,Maternal Education Status,Less Than High School,40103
2015,Medi-Cal,Fee-for-Service,Maternal Education Status,Some College or Associate's Degree,25977
2015,Medi-Cal,Fee-for-Service,Maternal Education Status,Unknown Education,4889
2015,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,8150
2015,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,48371
2015,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,25473
2015,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,40248
2015,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,4863
2015,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,14390
2015,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,7776
2015,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,3723
2015,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,9981
2015,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,1653
2015,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,111787
2015,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,24625
2015,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,3631
2015,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,49476
2015,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,10239
2015,Medi-Cal,Fee-for-Service,Maternal Nativity,Foreign-Born,71839
2015,Medi-Cal,Fee-for-Service,Maternal Nativity,U.S.-Born,44538
2015,Medi-Cal,Fee-for-Service,Maternal Nativity,Unknown Nativity,78
2015,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,26644
2015,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,100396
2015,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,65
2015,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,20473
2015,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,17023
2015,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,27
2015,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,62640
2015,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,136989
2015,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,129
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,African-American,4510
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,279
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Asian,6656
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,411
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hispanic,88409
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Other/Unknown Race,1813
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Two or More Race Categories,1727
2015,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,White,12650
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,11900
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,736
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,8949
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,679
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,74152
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,1988
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,3786
2015,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,24915
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,1632
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,129
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,11902
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,181
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,12956
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,630
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,787
2015,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,9306
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,5274
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,422
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,40772
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,602
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,55033
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,6868
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,6772
2015,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,84015
2015,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Primary,17803
2015,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Repeat,20170
2015,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal,76970
2015,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal After Previous Cesarean,1512
2015,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,18770
2015,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,21497
2015,Medi-Cal,Managed Care,Method of Delivery,Vaginal,85405
2015,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,1433
2015,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,6603
2015,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,6120
2015,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,24488
2015,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,312
2015,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,39049
2015,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,26605
2015,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,131315
2015,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,2789
2015,Medi-Cal,Fee-for-Service,Parity Status,First-Born,34390
2015,Medi-Cal,Fee-for-Service,Parity Status,One Previous Birth,30586
2015,Medi-Cal,Fee-for-Service,Parity Status,Two or More Previous Births,51479
2015,Medi-Cal,Fee-for-Service,Parity Status,Unknown Parity,0
2015,Medi-Cal,Managed Care,Parity Status,First-Born,37943
2015,Medi-Cal,Managed Care,Parity Status,One Previous Birth,35206
2015,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,53956
2015,Medi-Cal,Managed Care,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,14192
2015,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,12054
2015,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,11277
2015,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,78322
2015,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,64654
2015,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,56782
2015,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,0
2015,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,First Trimester Initiation,90257
2015,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,No Prenatal Care,819
2015,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Second Trimester Initiation,18599
2015,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Third Trimester Initiation,5163
2015,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Unknown Prenatal Care,1617
2015,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,95868
2015,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,1014
2015,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,23059
2015,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,4814
2015,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,2350
2015,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,29150
2015,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,393
2015,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,4466
2015,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,2972
2015,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,542
2015,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,181351
2015,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,121
2015,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,13782
2015,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,2212
2015,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2292
2015,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Normal Weight,43870
2015,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,63332
2015,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Underweight,3509
2015,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Unknown Weight,5744
2015,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,47320
2015,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,68867
2015,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,4741
2015,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,6177
2015,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,15168
2015,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10141
2015,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,2070
2015,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,10144
2015,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,104218
2015,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,79096
2015,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,7176
2015,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,9268
2015,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Multiple Birth,2745
2015,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Singleton Birth,113710
2015,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,3229
2015,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,123876
2015,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1185
2015,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,36338
2015,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,8164
2015,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,191594
2015,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Non-Smoker,112079
2015,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Smoker,2304
2015,Medi-Cal,Fee-for-Service,Smoking Status,Unknown Smoking Status,2072
2015,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,118392
2015,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,6216
2015,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,2497
2015,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,29249
2015,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,348
2015,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,7926
2015,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,193167
2015,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,1912
2015,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,4679
2015,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Non-Substance User,113451
2015,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Substance User,1894
2015,Medi-Cal,Fee-for-Service,Substance Use Status,Unknown Substance Use Status,1110
2015,Medi-Cal,Managed Care,Substance Use Status,Maternal Non-Substance User,121093
2015,Medi-Cal,Managed Care,Substance Use Status,Maternal Substance User,4736
2015,Medi-Cal,Managed Care,Substance Use Status,Unknown Substance Use Status,1276
2015,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Non-Substance User,29474
2015,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Substance User,255
2015,Non-Medi-Cal,Other Coverage,Substance Use Status,Unknown Substance Use Status,7794
2015,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Non-Substance User,194222
2015,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Substance User,1026
2015,Non-Medi-Cal,Private Insurance,Substance Use Status,Unknown Substance Use Status,4510
2015,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Birthweight >=1,500g",115043
2015,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,Unknown Birthweight,13
2015,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1399
2015,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",125607
2015,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,21
2015,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1477
2015,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",37126
2015,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,18
2015,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",379
2015,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",197636
2015,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,36
2015,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",2086
2015,Medi-Cal,Fee-for-Service,Very Preterm Status,Gestation >=32 Weeks,112122
2015,Medi-Cal,Fee-for-Service,Very Preterm Status,Unknown Gestation,2752
2015,Medi-Cal,Fee-for-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1581
2015,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,121905
2015,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,3491
2015,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1709
2015,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,36268
2015,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,828
2015,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),427
2015,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,193832
2015,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,3631
2015,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2295
2016,Medi-Cal,Fee-for-Service,Birthweight Range,Low Birthweight,6805
2016,Medi-Cal,Fee-for-Service,Birthweight Range,Normal Birthweight,91478
2016,Medi-Cal,Fee-for-Service,Birthweight Range,Unknown Birthweight,12
2016,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,10410
2016,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,134879
2016,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,18
2016,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,2414
2016,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,36997
2016,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,10
2016,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,13107
2016,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,183504
2016,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,14
2016,Medi-Cal,Fee-for-Service,Diabetes Status,Diabetes Diagnosis,11911
2016,Medi-Cal,Fee-for-Service,Diabetes Status,No Diabetes Diagnosis,85732
2016,Medi-Cal,Fee-for-Service,Diabetes Status,Unknown Diabetes Status,652
2016,Medi-Cal,Managed Care,Diabetes Status,Diabetes Diagnosis,15203
2016,Medi-Cal,Managed Care,Diabetes Status,No Diabetes Diagnosis,128732
2016,Medi-Cal,Managed Care,Diabetes Status,Unknown Diabetes Status,1372
2016,Non-Medi-Cal,Other Coverage,Diabetes Status,Diabetes Diagnosis,3036
2016,Non-Medi-Cal,Other Coverage,Diabetes Status,No Diabetes Diagnosis,29271
2016,Non-Medi-Cal,Other Coverage,Diabetes Status,Unknown Diabetes Status,7114
2016,Non-Medi-Cal,Private Insurance,Diabetes Status,Diabetes Diagnosis,23255
2016,Non-Medi-Cal,Private Insurance,Diabetes Status,No Diabetes Diagnosis,169029
2016,Non-Medi-Cal,Private Insurance,Diabetes Status,Unknown Diabetes Status,4341
2016,Medi-Cal,Fee-for-Service,Hypertension Status,Hypertension Diagnosis,8881
2016,Medi-Cal,Fee-for-Service,Hypertension Status,No Hypertension Diagnosis,88762
2016,Medi-Cal,Fee-for-Service,Hypertension Status,Unknown Hypertension Status,652
2016,Medi-Cal,Managed Care,Hypertension Status,Hypertension Diagnosis,14720
2016,Medi-Cal,Managed Care,Hypertension Status,No Hypertension Diagnosis,129215
2016,Medi-Cal,Managed Care,Hypertension Status,Unknown Hypertension Status,1372
2016,Non-Medi-Cal,Other Coverage,Hypertension Status,Hypertension Diagnosis,2191
2016,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,30116
2016,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,7114
2016,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,19890
2016,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,172394
2016,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,4341
2016,Medi-Cal,Fee-for-Service,Length of Gestation,Normal Gestation (>=37 Weeks),87097
2016,Medi-Cal,Fee-for-Service,Length of Gestation,Preterm Delivery (<37 Weeks),8850
2016,Medi-Cal,Fee-for-Service,Length of Gestation,Unknown Gestation,2348
2016,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),128740
2016,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),12839
2016,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,3728
2016,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),35559
2016,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),2906
2016,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,956
2016,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),177660
2016,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),15863
2016,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,3102
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 17 and Younger,1424
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 18-19,3964
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 20-24,21480
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 25-29,28406
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 30-34,24619
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 35 and Older,18402
2016,Medi-Cal,Fee-for-Service,Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,3293
2016,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,9307
2016,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,42859
2016,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,44777
2016,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,28175
2016,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,16896
2016,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,626
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,1127
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,6002
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,11094
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,12217
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,8342
2016,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,13
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,381
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,1173
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,11940
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,43427
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,79034
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,60668
2016,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,2
2016,Medi-Cal,Fee-for-Service,Maternal Education Status,Bachelor's Degree or Higher,8061
2016,Medi-Cal,Fee-for-Service,Maternal Education Status,High School Graduate,30535
2016,Medi-Cal,Fee-for-Service,Maternal Education Status,Less Than High School,33913
2016,Medi-Cal,Fee-for-Service,Maternal Education Status,Some College or Associate's Degree,21132
2016,Medi-Cal,Fee-for-Service,Maternal Education Status,Unknown Education,4654
2016,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,10580
2016,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,55039
2016,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,26238
2016,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,46861
2016,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,6589
2016,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,16201
2016,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,7440
2016,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,3671
2016,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,9893
2016,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,2216
2016,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,111673
2016,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,22498
2016,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,3311
2016,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,48120
2016,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,11023
2016,Medi-Cal,Fee-for-Service,Maternal Nativity,Foreign-Born,63254
