Calendar Year,Payer ,Length of Gestation,Grouper,Birth Characteristic, Number of Births 
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,354
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,36
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,354
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,29
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,4316
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,68
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,118
2015,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,968
2015,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1732
2015,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1716
2015,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,2795
2015,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2015,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1991
2015,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2651
2015,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,210
2015,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1391
2015,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,140
2015,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,6103
2015,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,5836
2015,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,263
2015,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,144
2015,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,5909
2015,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,276
2015,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,58
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,22006
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,180933
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,10802
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,16041
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,186898
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,10802
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,939
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,2152
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,17614
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,50822
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,82186
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,60027
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,1
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,114578
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,28975
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,6409
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,53413
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,10366
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,74964
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,138642
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,135
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,6000
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,512
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,47855
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,691
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,60583
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,6499
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,6760
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,84841
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,84004
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,69544
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,60193
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,108942
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,79983
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,8431
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,16385
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,4099
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,209642
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,200682
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,2028
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,11031
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,201883
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,1056
2015,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,10802
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,3122
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,14672
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,1287
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,4387
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,13407
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,1287
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,107
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,204
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,1406
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,3686
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,6785
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,6893
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,0
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,9553
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,2684
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,738
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,4909
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,1197
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,6536
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,12530
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,15
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,794
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,34
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,3902
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,83
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,5934
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,842
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,666
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,6826
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,6902
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,5697
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,6482
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,8599
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,7915
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,657
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,1910
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,4985
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,14096
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,17581
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,175
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,1325
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,17619
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,175
2015,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,1287
2015,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,481
2015,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,3763
2015,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,215
2015,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,420
2015,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,3824
2015,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,215
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,45
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,61
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,394
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1022
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1521
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1414
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,2
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,2046
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,742
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,207
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1135
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,329
2015,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1613
2015,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2840
2015,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,6
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,112
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,5
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,917
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,9
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,1472
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,157
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,133
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1654
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1608
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1467
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1384
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1845
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1339
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,158
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1117
2015,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,265
2015,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,4194
2015,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,4153
2015,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,57
2015,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,249
2015,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,4194
2015,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,50
2015,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,215
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,23076
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,191032
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,1729
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,18001
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,196107
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,1729
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,4145
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,11851
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,57643
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,65434
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,46565
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,30199
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,16754
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,75777
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,53018
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,60568
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,9720
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,86117
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,129614
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,106
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,14105
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,789
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,14552
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,931
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,142166
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,4447
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,5255
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,33592
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,63820
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,59369
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,92648
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,0
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,79618
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,119998
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,7161
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,9060
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,2635
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,213202
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,204990
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,7186
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,3661
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,206624
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,7484
2016,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,1729
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,3465
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,17978
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,246
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,5099
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,16344
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,246
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,421
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,1093
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,4990
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,5945
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,4968
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,4272
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1522
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,7409
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,5762
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,5915
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,1081
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,8346
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,13325
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,18
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,1925
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,112
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,1392
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,104
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,13923
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,521
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,619
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,3093
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,5487
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,5281
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,10921
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,0
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,7375
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12237
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,808
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,1269
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,3562
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,18127
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,20154
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,962
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,573
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,19983
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,1460
2016,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,246
2016,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,573
2016,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,5454
2016,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,49
2016,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,501
2016,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,5526
2016,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,49
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,151
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,327
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1706
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1804
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1261
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,827
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,365
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2388
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,1371
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1510
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,442
2016,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,2255
2016,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,3792
2016,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,29
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,372
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,42
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,368
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,16
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,4113
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,165
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,132
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,868
2016,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1724
2016,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1657
2016,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,2695
2016,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,2043
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2612
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,211
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1210
2016,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,151
2016,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,5925
2016,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,5685
