Calendar Year,Payer,Birthweight Range,Grouper,Birth Characteristic,Number of Births
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,1540
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,2974
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,21664
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,57107
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,84234
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,60338
2013,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,11
2013,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,9907
2013,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,34404
2013,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,59473
2013,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,114226
2013,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,9858
2013,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,78893
2013,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,148898
2013,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,77
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,6777
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,592
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,48669
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,812
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,68065
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5413
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5584
2013,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,91956
2013,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,99001
2013,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,80482
2013,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,48216
2013,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,169
2013,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,8527
2013,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,113501
2013,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,82138
2013,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,23702
2013,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,4872
2013,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,222996
2013,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,1507
2013,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,213635
2013,Non-Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,12726
2013,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,1212
2013,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,214565
2013,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,12091
2013,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,7
2013,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,21
2013,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,10
2013,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,2
2013,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,26
2013,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,10
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,2
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,7
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,13
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,14
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,3
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,5
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,9
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,10
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,11
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,16
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,22
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,0
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,6
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,13
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,10
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2013,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,9
2013,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,12
2013,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,10
2013,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,16
2013,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2013,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2013,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,8
2013,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,20
2013,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,10
2013,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,18
2013,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,20
2013,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2013,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,28
2013,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,10
2013,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2013,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,28
2013,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,10
2014,Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,1957
2014,Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,14247
2014,Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,268
2014,Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,3952
2014,Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,12252
2014,Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,268
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,430
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,1130
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,4490
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,4287
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,3409
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,2726
2014,Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2014,Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,4700
2014,Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,5556
2014,Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,4510
2014,Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,1016
2014,Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,690
2014,Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,6200
2014,Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,10259
2014,Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,13
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,2091
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,61
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,1189
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,69
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,10023
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,330
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,472
2014,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,2237
2014,Medi-Cal,Low Birthweight,Parity Status,First-Born,5230
2014,Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,3905
2014,Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,7337
2014,Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,0
2014,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,837
2014,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,6213
2014,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,8195
2014,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,1227
2014,Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,3194
2014,Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,13278
2014,Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,885
2014,Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,15136
2014,Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,451
2014,Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,770
2014,Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,15434
2014,Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,268
2014,Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,22917
2014,Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,202015
2014,Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,2721
2014,Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,16037
2014,Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,208895
2014,Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,2721
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,5602
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,15228
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,66242
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,65359
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,46019
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,29203
2014,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2014,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,66380
2014,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,78794
2014,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,59773
2014,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,14642
2014,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,8064
2014,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,94927
2014,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,132633
2014,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,93
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,15115
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,975
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,14502
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1025
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,152946
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3352
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5036
2014,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,34702
2014,Medi-Cal,Normal Birthweight,Parity Status,First-Born,69029
2014,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,62407
2014,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,96217
2014,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,0
2014,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,7372
2014,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,86244
2014,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,121589
2014,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,12448
2014,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2613
2014,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,225040
2014,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,8022
2014,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,215029
2014,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,4602
2014,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,4708
2014,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,220224
2014,Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,2721
2014,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,3
2014,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,25
2014,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,0
2014,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,3
2014,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,25
2014,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,0
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,3
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,4
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,4
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,10
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,4
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,3
2014,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2014,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,11
2014,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,9
2014,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,6
2014,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,0
2014,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,2
2014,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,5
2014,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,23
2014,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,6
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,2
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,16
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,2
2014,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,0
2014,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,4
2014,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,8
2014,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,16
2014,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2014,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2014,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,9
2014,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,15
2014,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,4
2014,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,10
2014,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,18
2014,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,4
2014,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,24
2014,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,0
2014,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2014,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,27
2014,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,0
2014,Non-Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,2281
2014,Non-Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,12600
2014,Non-Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,1054
2014,Non-Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,4005
2014,Non-Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,10876
2014,Non-Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,1054
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,90
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,214
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,1244
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,3237
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,5667
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,5483
2014,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2014,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,607
2014,Non-Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,2192
2014,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,4086
2014,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8003
2014,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1047
2014,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,5924
2014,Non-Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,9988
2014,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,23
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,753
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,39
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,4016
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,55
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,4508
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,751
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,521
2014,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,5292
2014,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,6244
2014,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4900
2014,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,4791
2014,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,0
2014,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,827
2014,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,7610
2014,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,5730
2014,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,1768
2014,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,5199
2014,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,10736
2014,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,205
2014,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,14649
2014,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,1081
2014,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,144
2014,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,14737
2014,Non-Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,1054
2014,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,23293
2014,Non-Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,196367
2014,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,10943
2014,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,15540
2014,Non-Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,204120
2014,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,10943
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,1222
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,2629
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,20130
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,56394
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,87437
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,62790
2014,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,1
2014,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,8088
2014,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,32291
2014,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,59306
2014,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,120413
2014,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,10505
2014,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,81947
2014,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,148511
2014,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,145
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,6488
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,570
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,52727
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,747
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,65580
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,6530
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,6950
2014,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,91011
2014,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,89381
2014,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,75356
2014,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,65866
2014,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,0
2014,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,9231
2014,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,117185
2014,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,84171
2014,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,20016
2014,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,4929
2014,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,225674
2014,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,2495
2014,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,216927
2014,Non-Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,11181
2014,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,1040
2014,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,218620
2014,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,10943
2014,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,1
2014,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,19
2014,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,13
2014,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,1
2014,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,19
2014,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,13
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,6
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,6
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,12
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,9
