Calendar Year,Aid Category,Grouper ,Birth Characteristic,Number of Births 
2014,Pregnancy Pathway (Not Undocumented),Substance Use Status,Unknown Substance Use Status,430
2014,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",36858
2014,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,1
2014,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",390
2014,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,35919
2014,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,916
2014,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Very Preterm Delivery (<32 Weeks),414
2014,Undocumented,Birthweight Range,Low Birthweight,3354
2014,Undocumented,Birthweight Range,Normal Birthweight,53836
2014,Undocumented,Birthweight Range,Unknown Birthweight,5
2014,Undocumented,Diabetes Status,Diabetes Diagnosis,7716
2014,Undocumented,Diabetes Status,No Diabetes Diagnosis,48615
2014,Undocumented,Diabetes Status,Unknown Diabetes Status,864
2014,Undocumented,Hypertension Status,Hypertension Diagnosis,3846
2014,Undocumented,Hypertension Status,No Hypertension Diagnosis,52485
2014,Undocumented,Hypertension Status,Unknown Hypertension Status,864
2014,Undocumented,Length of Gestation,Normal Gestation (>=37 Weeks),51183
2014,Undocumented,Length of Gestation,Preterm Delivery (<37 Weeks),4714
2014,Undocumented,Length of Gestation,Unknown Gestation,1298
2014,Undocumented,Method of Delivery,Cesarean-Primary,7293
2014,Undocumented,Method of Delivery,Cesarean-Repeat,11783
2014,Undocumented,Method of Delivery,Vaginal,37333
2014,Undocumented,Method of Delivery,Vaginal After Previous Cesarean,786
2014,Undocumented,Prenatal Care Initiation,First Trimester Initiation,45836
2014,Undocumented,Prenatal Care Initiation,No Prenatal Care,152
2014,Undocumented,Prenatal Care Initiation,Second Trimester Initiation,8333
2014,Undocumented,Prenatal Care Initiation,Third Trimester Initiation,2118
2014,Undocumented,Prenatal Care Initiation,Unknown Prenatal Care,756
2014,Undocumented,Pre-Pregnancy Weight,Normal Weight,20392
2014,Undocumented,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,31854
2014,Undocumented,Pre-Pregnancy Weight,Underweight,1209
2014,Undocumented,Pre-Pregnancy Weight,Unknown Weight,3740
2014,Undocumented,Smoking Status,Maternal Non-Smoker,55610
2014,Undocumented,Smoking Status,Maternal Smoker,208
2014,Undocumented,Smoking Status,Unknown Smoking Status,1377
2014,Undocumented,Substance Use Status,Maternal Non-Substance User,56148
2014,Undocumented,Substance Use Status,Maternal Substance User,183
2014,Undocumented,Substance Use Status,Unknown Substance Use Status,864
2014,Undocumented,Very Low Birthweight Status,"Birthweight >=1,500g",56653
2014,Undocumented,Very Low Birthweight Status,Unknown Birthweight,5
2014,Undocumented,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",537
2014,Undocumented,Very Preterm Status,Gestation >=32 Weeks,55242
2014,Undocumented,Very Preterm Status,Unknown Gestation,1298
2014,Undocumented,Very Preterm Status,Very Preterm Delivery (<32 Weeks),655
2015,ACA Expansion Adult Age 19 to 64,Birthweight Range,Low Birthweight,1727
2015,ACA Expansion Adult Age 19 to 64,Birthweight Range,Normal Birthweight,20622
2015,ACA Expansion Adult Age 19 to 64,Birthweight Range,Unknown Birthweight,9
2015,ACA Expansion Adult Age 19 to 64,Diabetes Status,Diabetes Diagnosis,2056
2015,ACA Expansion Adult Age 19 to 64,Diabetes Status,No Diabetes Diagnosis,20075
2015,ACA Expansion Adult Age 19 to 64,Diabetes Status,Unknown Diabetes Status,227
2015,ACA Expansion Adult Age 19 to 64,Hypertension Status,Hypertension Diagnosis,2299
2015,ACA Expansion Adult Age 19 to 64,Hypertension Status,No Hypertension Diagnosis,19832
2015,ACA Expansion Adult Age 19 to 64,Hypertension Status,Unknown Hypertension Status,227
2015,ACA Expansion Adult Age 19 to 64,Length of Gestation,Normal Gestation (>=37 Weeks),19744
2015,ACA Expansion Adult Age 19 to 64,Length of Gestation,Preterm Delivery (<37 Weeks),1997
2015,ACA Expansion Adult Age 19 to 64,Length of Gestation,Unknown Gestation,617
2015,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Primary,4819
2015,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Repeat,2284
2015,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal,15076
2015,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal After Previous Cesarean,179
2015,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,First Trimester Initiation,17391
2015,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,No Prenatal Care,194
2015,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Second Trimester Initiation,3623
2015,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Third Trimester Initiation,797
2015,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Unknown Prenatal Care,353
2015,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Normal Weight,9188
2015,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,11197
2015,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Underweight,936
2015,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Unknown Weight,1037
2015,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Non-Smoker,21081
2015,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Smoker,813
2015,ACA Expansion Adult Age 19 to 64,Smoking Status,Unknown Smoking Status,464
2015,ACA Expansion Adult Age 19 to 64,Substance Use Status,Maternal Non-Substance User,21436
2015,ACA Expansion Adult Age 19 to 64,Substance Use Status,Maternal Substance User,695
2015,ACA Expansion Adult Age 19 to 64,Substance Use Status,Unknown Substance Use Status,227
2015,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Birthweight >=1,500g",21972
2015,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,Unknown Birthweight,9
2015,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",377
2015,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Gestation >=32 Weeks,21358
2015,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Unknown Gestation,617
2015,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Very Preterm Delivery (<32 Weeks),383
2015,Adoption/Foster Care,Birthweight Range,Low Birthweight,59
2015,Adoption/Foster Care,Birthweight Range,Normal Birthweight,803
2015,Adoption/Foster Care,Birthweight Range,Unknown Birthweight,1
2015,Adoption/Foster Care,Diabetes Status,Diabetes Diagnosis,31
2015,Adoption/Foster Care,Diabetes Status,No Diabetes Diagnosis,820
2015,Adoption/Foster Care,Diabetes Status,Unknown Diabetes Status,12
2015,Adoption/Foster Care,Hypertension Status,Hypertension Diagnosis,81
2015,Adoption/Foster Care,Hypertension Status,No Hypertension Diagnosis,770
2015,Adoption/Foster Care,Hypertension Status,Unknown Hypertension Status,12
2015,Adoption/Foster Care,Length of Gestation,Normal Gestation (>=37 Weeks),758
2015,Adoption/Foster Care,Length of Gestation,Preterm Delivery (<37 Weeks),74
2015,Adoption/Foster Care,Length of Gestation,Unknown Gestation,31
2015,Adoption/Foster Care,Method of Delivery,Cesarean-Primary,154
2015,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,37
2015,Adoption/Foster Care,Method of Delivery,Vaginal,670
2015,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,2
2015,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,624
2015,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,10
2015,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,171
2015,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,33
2015,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,25
2015,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,425
2015,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,341
2015,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,49
2015,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,48
2015,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,791
2015,Adoption/Foster Care,Smoking Status,Maternal Smoker,47
2015,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,25
2015,Adoption/Foster Care,Substance Use Status,Maternal Non-Substance User,810
2015,Adoption/Foster Care,Substance Use Status,Maternal Substance User,41
2015,Adoption/Foster Care,Substance Use Status,Unknown Substance Use Status,12
2015,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",851
2015,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,1
2015,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",11
2015,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,821
2015,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,31
2015,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),11
2015,Blind/Disabled,Birthweight Range,Low Birthweight,455
2015,Blind/Disabled,Birthweight Range,Normal Birthweight,3071
2015,Blind/Disabled,Birthweight Range,Unknown Birthweight,1
2015,Blind/Disabled,Diabetes Status,Diabetes Diagnosis,455
2015,Blind/Disabled,Diabetes Status,No Diabetes Diagnosis,3038
2015,Blind/Disabled,Diabetes Status,Unknown Diabetes Status,34
2015,Blind/Disabled,Hypertension Status,Hypertension Diagnosis,544
2015,Blind/Disabled,Hypertension Status,No Hypertension Diagnosis,2949
2015,Blind/Disabled,Hypertension Status,Unknown Hypertension Status,34
2015,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),2892
2015,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),520
2015,Blind/Disabled,Length of Gestation,Unknown Gestation,115
2015,Blind/Disabled,Method of Delivery,Cesarean-Primary,735
2015,Blind/Disabled,Method of Delivery,Cesarean-Repeat,766
2015,Blind/Disabled,Method of Delivery,Vaginal,1985
2015,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,41
2015,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,2529
2015,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,73
2015,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,657
2015,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,162
2015,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,106
2015,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,1116
2015,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2040
2015,Blind/Disabled,Pre-Pregnancy Weight,Underweight,142
2015,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,229
2015,Blind/Disabled,Smoking Status,Maternal Non-Smoker,3030
2015,Blind/Disabled,Smoking Status,Maternal Smoker,404
2015,Blind/Disabled,Smoking Status,Unknown Smoking Status,93
2015,Blind/Disabled,Substance Use Status,Maternal Non-Substance User,3160
2015,Blind/Disabled,Substance Use Status,Maternal Substance User,333
2015,Blind/Disabled,Substance Use Status,Unknown Substance Use Status,34
2015,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",3446
2015,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,1
2015,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",80
2015,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,3326
2015,Blind/Disabled,Very Preterm Status,Unknown Gestation,115
2015,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),86
2015,Families,Birthweight Range,Low Birthweight,9258
2015,Families,Birthweight Range,Normal Birthweight,121776
2015,Families,Birthweight Range,Unknown Birthweight,13
2015,Families,Diabetes Status,Diabetes Diagnosis,12461
2015,Families,Diabetes Status,No Diabetes Diagnosis,117309
2015,Families,Diabetes Status,Unknown Diabetes Status,1277
2015,Families,Hypertension Status,Hypertension Diagnosis,11779
2015,Families,Hypertension Status,No Hypertension Diagnosis,117991
2015,Families,Hypertension Status,Unknown Hypertension Status,1277
2015,Families,Length of Gestation,Normal Gestation (>=37 Weeks),115752
2015,Families,Length of Gestation,Preterm Delivery (<37 Weeks),11766
2015,Families,Length of Gestation,Unknown Gestation,3529
2015,Families,Method of Delivery,Cesarean-Primary,18103
2015,Families,Method of Delivery,Cesarean-Repeat,24066
2015,Families,Method of Delivery,Vaginal,87291
2015,Families,Method of Delivery,Vaginal After Previous Cesarean,1587
2015,Families,Prenatal Care Initiation,First Trimester Initiation,98517
2015,Families,Prenatal Care Initiation,No Prenatal Care,1231
2015,Families,Prenatal Care Initiation,Second Trimester Initiation,23440
2015,Families,Prenatal Care Initiation,Third Trimester Initiation,5477
2015,Families,Prenatal Care Initiation,Unknown Prenatal Care,2382
2015,Families,Pre-Pregnancy Weight,Normal Weight,47874
2015,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,72194
2015,Families,Pre-Pregnancy Weight,Underweight,4663
2015,Families,Pre-Pregnancy Weight,Unknown Weight,6316
2015,Families,Smoking Status,Maternal Non-Smoker,122306
2015,Families,Smoking Status,Maternal Smoker,6292
2015,Families,Smoking Status,Unknown Smoking Status,2449
2015,Families,Substance Use Status,Maternal Non-Substance User,124987
2015,Families,Substance Use Status,Maternal Substance User,4783
2015,Families,Substance Use Status,Unknown Substance Use Status,1277
2015,Families,Very Low Birthweight Status,"Birthweight >=1,500g",129590
2015,Families,Very Low Birthweight Status,Unknown Birthweight,13
2015,Families,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1444
2015,Families,Very Preterm Status,Gestation >=32 Weeks,125839
2015,Families,Very Preterm Status,Unknown Gestation,3529
2015,Families,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1679
2015,Medically Indigent Child & Minor Consent,Birthweight Range,Low Birthweight,55
2015,Medically Indigent Child & Minor Consent,Birthweight Range,Normal Birthweight,817
2015,Medically Indigent Child & Minor Consent,Birthweight Range,Unknown Birthweight,0
2015,Medically Indigent Child & Minor Consent,Diabetes Status,Diabetes Diagnosis,23
2015,Medically Indigent Child & Minor Consent,Diabetes Status,No Diabetes Diagnosis,842
2015,Medically Indigent Child & Minor Consent,Diabetes Status,Unknown Diabetes Status,7
2015,Medically Indigent Child & Minor Consent,Hypertension Status,Hypertension Diagnosis,97
2015,Medically Indigent Child & Minor Consent,Hypertension Status,No Hypertension Diagnosis,768
2015,Medically Indigent Child & Minor Consent,Hypertension Status,Unknown Hypertension Status,7
2015,Medically Indigent Child & Minor Consent,Length of Gestation,Normal Gestation (>=37 Weeks),790
2015,Medically Indigent Child & Minor Consent,Length of Gestation,Preterm Delivery (<37 Weeks),60
2015,Medically Indigent Child & Minor Consent,Length of Gestation,Unknown Gestation,22
2015,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Primary,137
2015,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Repeat,10
2015,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal,725
2015,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal After Previous Cesarean,0
2015,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,First Trimester Initiation,605
2015,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,No Prenatal Care,10
2015,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Second Trimester Initiation,194
2015,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,49
2015,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,14
2015,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,468
2015,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,309
2015,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,61
2015,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,34
2015,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,839
2015,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,23
2015,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,10
2015,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Non-Substance User,846
2015,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Substance User,19
2015,Medically Indigent Child & Minor Consent,Substance Use Status,Unknown Substance Use Status,7
2015,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",865
2015,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,0
2015,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",7
2015,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,843
2015,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,22
2015,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),7
2015,Other,Birthweight Range,Low Birthweight,446
2015,Other,Birthweight Range,Normal Birthweight,6049
2015,Other,Birthweight Range,Unknown Birthweight,1
2015,Other,Diabetes Status,Diabetes Diagnosis,298
2015,Other,Diabetes Status,No Diabetes Diagnosis,6140
2015,Other,Diabetes Status,Unknown Diabetes Status,58
2015,Other,Hypertension Status,Hypertension Diagnosis,607
2015,Other,Hypertension Status,No Hypertension Diagnosis,5831
2015,Other,Hypertension Status,Unknown Hypertension Status,58
2015,Other,Length of Gestation,Normal Gestation (>=37 Weeks),5759
2015,Other,Length of Gestation,Preterm Delivery (<37 Weeks),547
2015,Other,Length of Gestation,Unknown Gestation,190
2015,Other,Method of Delivery,Cesarean-Primary,1013
2015,Other,Method of Delivery,Cesarean-Repeat,319
2015,Other,Method of Delivery,Vaginal,5136
2015,Other,Method of Delivery,Vaginal After Previous Cesarean,28
2015,Other,Prenatal Care Initiation,First Trimester Initiation,4299
2015,Other,Prenatal Care Initiation,No Prenatal Care,71
2015,Other,Prenatal Care Initiation,Second Trimester Initiation,1569
2015,Other,Prenatal Care Initiation,Third Trimester Initiation,452
2015,Other,Prenatal Care Initiation,Unknown Prenatal Care,105
2015,Other,Pre-Pregnancy Weight,Normal Weight,3188
2015,Other,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2627
2015,Other,Pre-Pregnancy Weight,Underweight,399
2015,Other,Pre-Pregnancy Weight,Unknown Weight,282
2015,Other,Smoking Status,Maternal Non-Smoker,6252
2015,Other,Smoking Status,Maternal Smoker,142
2015,Other,Smoking Status,Unknown Smoking Status,102
2015,Other,Substance Use Status,Maternal Non-Substance User,6306
2015,Other,Substance Use Status,Maternal Substance User,132
2015,Other,Substance Use Status,Unknown Substance Use Status,58
2015,Other,Very Low Birthweight Status,"Birthweight >=1,500g",6411
2015,Other,Very Low Birthweight Status,Unknown Birthweight,1
2015,Other,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",84
2015,Other,Very Preterm Status,Gestation >=32 Weeks,6202
2015,Other,Very Preterm Status,Unknown Gestation,190
2015,Other,Very Preterm Status,Very Preterm Delivery (<32 Weeks),104
2015,Pregnancy Pathway (Not Undocumented),Birthweight Range,Low Birthweight,1622
2015,Pregnancy Pathway (Not Undocumented),Birthweight Range,Normal Birthweight,22979
2015,Pregnancy Pathway (Not Undocumented),Birthweight Range,Unknown Birthweight,3
2015,Pregnancy Pathway (Not Undocumented),Diabetes Status,Diabetes Diagnosis,2525
2015,Pregnancy Pathway (Not Undocumented),Diabetes Status,No Diabetes Diagnosis,21892
2015,Pregnancy Pathway (Not Undocumented),Diabetes Status,Unknown Diabetes Status,187
2015,Pregnancy Pathway (Not Undocumented),Hypertension Status,Hypertension Diagnosis,2321
2015,Pregnancy Pathway (Not Undocumented),Hypertension Status,No Hypertension Diagnosis,22096
2015,Pregnancy Pathway (Not Undocumented),Hypertension Status,Unknown Hypertension Status,187
2015,Pregnancy Pathway (Not Undocumented),Length of Gestation,Normal Gestation (>=37 Weeks),22172
2015,Pregnancy Pathway (Not Undocumented),Length of Gestation,Preterm Delivery (<37 Weeks),1898
2015,Pregnancy Pathway (Not Undocumented),Length of Gestation,Unknown Gestation,534
2015,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Primary,4707
2015,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Repeat,3085
2015,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal,16585
2015,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal After Previous Cesarean,227
2015,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,First Trimester Initiation,19565
2015,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,No Prenatal Care,61
2015,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Second Trimester Initiation,3909
2015,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Third Trimester Initiation,730
2015,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Unknown Prenatal Care,339
2015,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Normal Weight,9895
2015,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12906
2015,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Underweight,826
2015,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Unknown Weight,977
2015,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Non-Smoker,23678
2015,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Smoker,622
2015,Pregnancy Pathway (Not Undocumented),Smoking Status,Unknown Smoking Status,304
2015,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Non-Substance User,24017
2015,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Substance User,400
2015,Pregnancy Pathway (Not Undocumented),Substance Use Status,Unknown Substance Use Status,187
2015,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",24264
2015,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,3
2015,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",337
2015,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,23683
2015,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,534
2015,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Very Preterm Delivery (<32 Weeks),387
2015,Undocumented,Birthweight Range,Low Birthweight,3219
2015,Undocumented,Birthweight Range,Normal Birthweight,50568
2015,Undocumented,Birthweight Range,Unknown Birthweight,6
2015,Undocumented,Diabetes Status,Diabetes Diagnosis,7428
2015,Undocumented,Diabetes Status,No Diabetes Diagnosis,45781
2015,Undocumented,Diabetes Status,Unknown Diabetes Status,584
2015,Undocumented,Hypertension Status,Hypertension Diagnosis,3893
2015,Undocumented,Hypertension Status,No Hypertension Diagnosis,49316
2015,Undocumented,Hypertension Status,Unknown Hypertension Status,584
2015,Undocumented,Length of Gestation,Normal Gestation (>=37 Weeks),48103
2015,Undocumented,Length of Gestation,Preterm Delivery (<37 Weeks),4485
2015,Undocumented,Length of Gestation,Unknown Gestation,1205
2015,Undocumented,Method of Delivery,Cesarean-Primary,6905
2015,Undocumented,Method of Delivery,Cesarean-Repeat,11100
2015,Undocumented,Method of Delivery,Vaginal,34907
2015,Undocumented,Method of Delivery,Vaginal After Previous Cesarean,881
2015,Undocumented,Prenatal Care Initiation,First Trimester Initiation,42595
2015,Undocumented,Prenatal Care Initiation,No Prenatal Care,183
2015,Undocumented,Prenatal Care Initiation,Second Trimester Initiation,8095
2015,Undocumented,Prenatal Care Initiation,Third Trimester Initiation,2277
2015,Undocumented,Prenatal Care Initiation,Unknown Prenatal Care,643
2015,Undocumented,Pre-Pregnancy Weight,Normal Weight,19036
2015,Undocumented,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,30585
2015,Undocumented,Pre-Pregnancy Weight,Underweight,1174
2015,Undocumented,Pre-Pregnancy Weight,Unknown Weight,2998
2015,Undocumented,Smoking Status,Maternal Non-Smoker,52494
2015,Undocumented,Smoking Status,Maternal Smoker,177
2015,Undocumented,Smoking Status,Unknown Smoking Status,1122
2015,Undocumented,Substance Use Status,Maternal Non-Substance User,52982
2015,Undocumented,Substance Use Status,Maternal Substance User,227
2015,Undocumented,Substance Use Status,Unknown Substance Use Status,584
2015,Undocumented,Very Low Birthweight Status,"Birthweight >=1,500g",53251
2015,Undocumented,Very Low Birthweight Status,Unknown Birthweight,6
2015,Undocumented,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",536
2015,Undocumented,Very Preterm Status,Gestation >=32 Weeks,51955
2015,Undocumented,Very Preterm Status,Unknown Gestation,1205
2015,Undocumented,Very Preterm Status,Very Preterm Delivery (<32 Weeks),633
2016,ACA Expansion Adult Age 19 to 64,Birthweight Range,Low Birthweight,1913
2016,ACA Expansion Adult Age 19 to 64,Birthweight Range,Normal Birthweight,23332
2016,ACA Expansion Adult Age 19 to 64,Birthweight Range,Unknown Birthweight,6
2016,ACA Expansion Adult Age 19 to 64,Diabetes Status,Diabetes Diagnosis,2611
2016,ACA Expansion Adult Age 19 to 64,Diabetes Status,No Diabetes Diagnosis,22452
2016,ACA Expansion Adult Age 19 to 64,Diabetes Status,Unknown Diabetes Status,188
2016,ACA Expansion Adult Age 19 to 64,Hypertension Status,Hypertension Diagnosis,2889
2016,ACA Expansion Adult Age 19 to 64,Hypertension Status,No Hypertension Diagnosis,22174
2016,ACA Expansion Adult Age 19 to 64,Hypertension Status,Unknown Hypertension Status,188
2016,ACA Expansion Adult Age 19 to 64,Length of Gestation,Normal Gestation (>=37 Weeks),22278
2016,ACA Expansion Adult Age 19 to 64,Length of Gestation,Preterm Delivery (<37 Weeks),2292
2016,ACA Expansion Adult Age 19 to 64,Length of Gestation,Unknown Gestation,681
2016,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Primary,5235
2016,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Repeat,2600
2016,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal,17189
2016,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal After Previous Cesarean,227
2016,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,First Trimester Initiation,19884
2016,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,No Prenatal Care,328
2016,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Second Trimester Initiation,3765
2016,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Third Trimester Initiation,807
2016,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Unknown Prenatal Care,467
2016,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Normal Weight,10087
2016,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13064
2016,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Underweight,1023
2016,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Unknown Weight,1077
2016,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Non-Smoker,23925
2016,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Smoker,889
2016,ACA Expansion Adult Age 19 to 64,Smoking Status,Unknown Smoking Status,437
2016,ACA Expansion Adult Age 19 to 64,Substance Use Status,Maternal Non-Substance User,24035
2016,ACA Expansion Adult Age 19 to 64,Substance Use Status,Maternal Substance User,1028
2016,ACA Expansion Adult Age 19 to 64,Substance Use Status,Unknown Substance Use Status,188
