Calendar Year,Payer,Very Preterm Status,Grouper,Birth Characteristic, Number of Births 
2015,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,65597
2015,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,7166
2015,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,7320
2015,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,90818
2015,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,89822
2015,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,74464
2015,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,65814
2015,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,116495
2015,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,86706
2015,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,9004
2015,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,17895
2015,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,8240
2015,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,221860
2015,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,215847
2015,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,2176
2015,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,12077
2015,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,217081
2015,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,1203
2015,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,11816
2015,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,481
2015,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,3763
2015,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,215
2015,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,420
2015,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,3824
2015,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,215
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,45
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,61
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,394
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1022
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1521
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1414
2015,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,2
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,2046
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,742
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,207
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1135
2015,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,329
2015,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1613
2015,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2840
2015,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,6
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,112
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,5
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,917
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,9
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,1472
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,157
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,133
2015,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1654
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1608
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1467
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1384
2015,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1845
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1339
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,158
2015,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1117
2015,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,265
2015,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,4194
2015,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,4153
2015,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,57
2015,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,249
2015,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,4194
2015,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,50
2015,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,215
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,421
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2028
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,273
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,660
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,1789
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,273
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,28
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,30
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,226
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,530
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,938
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,970
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1215
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,411
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,120
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,731
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,245
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,878
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,1837
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,7
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,168
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,3
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,485
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,16
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,920
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,175
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,106
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,849
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1084
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,777
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,861
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1046
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1192
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,84
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,400
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,844
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,1878
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2416
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,27
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,279
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2421
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,28
2015,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,273
2016,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,26052
2016,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,206168
2016,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,1938
2016,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,22251
2016,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,209969
2016,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,1938
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,4497
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,12773
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,61864
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,70478
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,50739
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,33807
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,18036
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,82083
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,57927
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,65520
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,10592
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,93286
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,140755
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,117
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,15627
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,880
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,15722
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1020
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,154051
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,4858
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,5762
2016,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,36238
2016,Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,68343
2016,Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,63835
2016,Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,101980
2016,Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,0
2016,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,85921
2016,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,130287
2016,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,7868
2016,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,10082
2016,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,5552
2016,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,228606
2016,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,222039
2016,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,7974
2016,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,4145
2016,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,223564
2016,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,8656
2016,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,1938
2016,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,573
2016,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,5454
2016,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,49
2016,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,501
2016,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,5526
2016,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,49
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,151
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,327
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1706
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1804
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1261
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,827
2016,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,365
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2388
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,1371
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1510
2016,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,442
2016,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,2255
2016,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,3792
2016,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,29
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,372
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,42
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,368
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,16
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,4113
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,165
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,132
2016,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,868
2016,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1724
2016,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1657
2016,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,2695
2016,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,2043
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2612
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,211
2016,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1210
2016,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,151
2016,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,5925
2016,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,5685
2016,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,235
2016,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,156
2016,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,5591
2016,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,436
2016,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,49
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,489
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2842
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,37
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,849
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,2482
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,37
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,69
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,171
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,769
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,901
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,794
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,664
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,240
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,1103
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,853
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,963
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,209
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1177
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2184
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,7
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,403
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,21
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,222
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,15
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,2038
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,110
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,112
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,447
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,964
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,815
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,1589
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,0
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1072
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1948
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,101
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,247
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,645
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,2723
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,3105
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,174
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,89
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,3043
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,288
2016,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,37
2016,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,25398
2016,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,193011
2016,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,11007
2016,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,21018
2016,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,197391
2016,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,11007
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,953
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,2210
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,17459
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,53063
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,88886
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,66836
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,9
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,124848
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,28896
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,6709
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,56371
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,12592
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,82426
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,146820
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,170
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,6585
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,493
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,53308
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,661
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,63690
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,9180
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,7446
2016,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,88053
2016,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,90216
2016,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,73734
2016,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,65466
2016,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,115162
2016,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,88377
2016,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,9148
2016,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,16729
2016,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,7894
2016,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,221522
2016,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,216085
2016,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,2154
2016,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,11177
2016,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,216497
2016,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,1912
2016,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,11007
2016,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,476
