Calendar Year,Payer,Maternal Race/Ethnicity,Grouper,Birth Characteristic, Number of Births 
2011,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,32008
2011,Medi-Cal,White,Smoking Status,Maternal Smoker,4650
2011,Medi-Cal,White,Smoking Status,Unknown Smoking Status,439
2011,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,35180
2011,Medi-Cal,White,Substance Use Status,Maternal Substance User,1829
2011,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,88
2011,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,649
2011,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,6384
2011,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,1391
2011,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,905
2011,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,6128
2011,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,1391
2011,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6862
2011,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,106
2011,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,1456
2011,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,6915
2011,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,118
2011,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,1391
2011,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,62
2011,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,485
2011,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,104
2011,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,50
2011,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,497
2011,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,104
2011,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,520
2011,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,20
2011,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,111
2011,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,524
2011,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,23
2011,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,104
2011,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,6763
2011,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,38868
2011,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,2319
2011,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,2791
2011,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,42840
2011,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,2319
2011,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,45309
2011,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,154
2011,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,2487
2011,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,45591
2011,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,40
2011,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,2319
2011,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,7349
2011,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,61757
2011,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,8708
2011,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,5304
2011,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,63802
2011,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,8708
2011,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,68132
2011,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,304
2011,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,9378
2011,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,68738
2011,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,368
2011,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,8708
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,968
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,9428
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1673
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,923
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,9473
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1673
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,10145
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,124
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,1800
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,10279
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,117
2011,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1673
2011,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,6005
2011,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,85404
2011,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,7554
2011,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,6988
2011,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,84421
2011,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,7554
2011,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,89636
2011,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1218
2011,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,8109
2011,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,90891
2011,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,518
2011,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,7554
2012,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1285
2012,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,17204
2012,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,90
2012,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2370
2012,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,16119
2012,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,90
2012,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,16946
2012,Medi-Cal,African-American,Smoking Status,Maternal Smoker,932
2012,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,701
2012,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,17571
2012,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,918
2012,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,90
2012,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,131
2012,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,946
2012,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,0
2012,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,143
2012,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,934
2012,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,0
2012,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,937
2012,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,124
2012,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,16
2012,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,999
2012,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,78
2012,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,0
2012,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2219
2012,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,14585
2012,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,50
2012,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,985
2012,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,15819
2012,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,50
2012,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,16450
2012,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,223
2012,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,181
2012,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,16692
2012,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,112
2012,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,50
2012,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,16102
2012,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,150365
2012,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,464
2012,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,11762
2012,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,154705
2012,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,464
2012,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,163053
2012,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1476
2012,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,2402
2012,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,164472
2012,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,1995
2012,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,464
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,871
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,7731
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,38
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,830
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,7772
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,38
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,7907
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,570
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,163
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,8177
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,425
2012,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,38
2012,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,2736
2012,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,33891
2012,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,103
2012,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,2932
2012,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,33695
2012,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,103
2012,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,31940
2012,Medi-Cal,White,Smoking Status,Maternal Smoker,4414
2012,Medi-Cal,White,Smoking Status,Unknown Smoking Status,376
2012,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,34636
2012,Medi-Cal,White,Substance Use Status,Maternal Substance User,1991
2012,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,103
2012,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,666
2012,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,6034
2012,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,876
2012,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,931
2012,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,5769
2012,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,876
2012,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6563
2012,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,71
2012,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,942
2012,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,6603
2012,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,97
2012,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,876
2012,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,69
2012,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,476
2012,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,75
2012,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,63
2012,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,482
2012,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,75
2012,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,520
2012,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,20
2012,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,80
2012,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,534
2012,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,11
2012,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,75
2012,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,8104
2012,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,43765
2012,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1407
2012,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,3048
2012,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,48821
2012,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1407
2012,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,51535
2012,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,140
2012,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,1601
2012,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,51817
2012,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,52
2012,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1407
2012,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,8576
2012,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,63282
2012,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3678
2012,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,5694
2012,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,66164
2012,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3678
2012,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,70958
2012,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,320
2012,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,4258
2012,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,71421
2012,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,437
2012,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3678
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1343
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,11257
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1103
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1204
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,11396
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1103
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,12345
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,138
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,1220
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,12453
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,147
2012,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1103
2012,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,6647
2012,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,84779
2012,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,5291
2012,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,7100
2012,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,84326
2012,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,5291
2012,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,89898
2012,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1164
2012,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,5655
2012,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,90909
2012,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,517
2012,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,5291
2013,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1340
2013,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,16356
2013,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,160
2013,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2354
2013,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,15342
2013,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,160
2013,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,16374
2013,Medi-Cal,African-American,Smoking Status,Maternal Smoker,895
2013,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,587
2013,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,16810
2013,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,886
2013,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,160
2013,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,120
2013,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,960
2013,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,6
2013,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,120
2013,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,960
2013,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,6
2013,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,946
2013,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,115
2013,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,25
2013,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,971
2013,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,109
2013,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,6
2013,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2140
2013,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,13817
2013,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,49
2013,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1015
2013,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,14942
2013,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,49
2013,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,15682
2013,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,186
2013,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,138
2013,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,15851
2013,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,106
2013,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,49
2013,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,16296
2013,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,146639
2013,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,425
2013,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,12479
2013,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,150456
2013,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,425
2013,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,160261
2013,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1361
2013,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,1738
2013,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,160790
2013,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,2145
2013,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,425
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,692
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,7228
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,43
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,732
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,7188
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,43
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,7226
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,592
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,145
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,7434
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,486
2013,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,43
2013,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,2845
2013,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,33411
2013,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,134
2013,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,2996
2013,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,33260
2013,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,134
2013,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,31779
2013,Medi-Cal,White,Smoking Status,Maternal Smoker,4231
2013,Medi-Cal,White,Smoking Status,Unknown Smoking Status,380
2013,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,34236
2013,Medi-Cal,White,Substance Use Status,Maternal Substance User,2020
2013,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,134
2013,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,672
2013,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,6054
2013,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,869
2013,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,964
2013,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,5762
2013,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,869
2013,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6615
2013,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,73
2013,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,907
2013,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,6594
2013,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,132
2013,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,869
2013,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,73
2013,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,505
2013,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,65
2013,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,58
2013,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,520
2013,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,65
2013,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,551
2013,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,20
2013,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,72
2013,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,557
2013,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,21
2013,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,65
2013,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,8068
2013,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,44034
2013,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1488
2013,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,3241
