Calendar Year,Payer,Very Low Birthweight Status,Grouper,Birth Characteristic, Number of Births 
2015,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,26
2015,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,31
2015,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,2
2015,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,1
2015,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2015,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2015,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,1
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,392
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2427
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,57
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,849
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1970
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,57
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,74
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,185
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,638
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,785
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,637
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,557
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,186
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,971
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,745
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,822
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,152
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,1051
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1816
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,9
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,355
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,8
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,173
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1785
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,57
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,80
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,404
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,877
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,708
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,1291
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,895
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1604
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,109
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,268
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,551
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,2325
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2636
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,131
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,109
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2640
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,179
2015,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,57
2015,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,25239
2015,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,197475
2015,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,12048
2015,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,20082
2015,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,202632
2015,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,12048
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,1070
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,2389
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,19203
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,55035
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,89620
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,67443
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,2
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,125033
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,32021
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,7248
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,58793
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,11667
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,82276
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,152335
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,151
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,6722
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,549
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,52189
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,766
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,67168
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,7344
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,7461
2015,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,92563
2015,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,91503
2015,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,75972
2015,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,67287
2015,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,118442
2015,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,88141
2015,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,9169
2015,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,19010
2015,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,8538
2015,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,226224
2015,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,220186
2015,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,2233
2015,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,12343
2015,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,221458
2015,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,1256
2015,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,12048
2015,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,2
2015,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,30
2015,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,22
2015,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,1
2015,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,31
2015,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,22
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,5
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,16
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,18
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,15
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,11
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,8
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,3
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,21
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,11
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,18
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,34
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,2
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,4
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,9
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,18
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,8
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,1
2015,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,14
2015,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,18
2015,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,16
2015,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,20
2015,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,12
2015,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,19
2015,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2015,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,23
2015,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,15
2015,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,39
2015,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,30
2015,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2015,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,23
2015,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2015,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2015,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,22
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,368
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,1863
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,234
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,765
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1466
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,234
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,21
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,28
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,206
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,479
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,854
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,876
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,1
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,1133
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,372
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,103
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,643
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,214
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,819
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1643
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,3
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,180
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,2
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,476
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,17
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,803
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,146
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,97
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,744
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,993
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,720
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,752
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,932
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1077
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,77
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,379
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,796
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,1669
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2200
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,26
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,239
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2206
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,25
2015,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,234
2016,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,26706
2016,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,211946
2016,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,1992
2016,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,22659
2016,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,215993
2016,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,1992
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,4660
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,13119
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,63675
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,72365
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,52135
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,34690
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,0
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,18418
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,84604
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,59456
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,67125
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,11041
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,95721
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,144782
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,141
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,16011
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,928
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,16109
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1042
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,158479
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,5025
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,5896
2016,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,37154
2016,Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,70128
2016,Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,65582
2016,Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,104934
2016,Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,0
2016,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,88099
2016,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,133160
2016,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,8080
2016,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,11305
2016,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,5736
2016,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,234908
2016,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,228098
2016,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,8230
2016,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,4316
2016,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,229534
2016,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,9118
2016,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,1992
2016,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,5
2016,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,24
2016,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,1
2016,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,4
2016,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,25
2016,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,1
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,8
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,7
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,8
2016,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2016,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,0
2016,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,11
2016,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2016,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,6
2016,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,9
2016,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,14
2016,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,16
2016,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,3
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,5
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,13
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,7
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2016,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,2
2016,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,8
2016,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,6
2016,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,16
2016,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2016,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,4
2016,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,19
2016,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2016,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,6
2016,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,6
2016,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,24
2016,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,28
2016,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2016,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,1
2016,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,28
2016,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2016,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,1
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,403
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2494
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,31
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,938
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1959
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,31
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,57
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,152
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,657
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,810
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,652
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,600
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,223
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,959
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,691
